StudentNumber,Suruna Value,Hurni Level,Lal Count,Volta,Ratios,JTE-234,ATE-003,TGL-013,PPL-239,WDM-974,GHL-823,HLU-200,MON-014,FEA-907,LPG-307,TSO-010,LDE-009,JJP-001,MTE-004,LUU-003,LOE-103,PLO-132,BKO-800,SLE-332,BKO-801,DSE-003,DSE-005,ATE-014,JTW-004,ATE-008,DSE-007,ATE-214,JHF-101,KMO-007,WOT-104,
1001811,lobi,full,75,4 star,1.04285482,NG,10.0,6.0,7.0,NG,NG,NG,6.0,10.0,7.0,NG,NG,NG,9.0,7.0,7.0,NG,8.0,8.0,NG,8.0,NG,NG,7.0,7.0,6.0,9.0,NG,NG,6.0,
1002196,lobi,full,87,3 star,1.04285482,NG,9.0,7.0,8.0,NG,NG,NG,6.0,9.0,6.0,NG,NG,NG,9.0,7.0,7.0,NG,7.0,8.0,NG,7.0,NG,NG,8.0,7.0,6.0,8.0,NG,NG,7.0,
1002229,lobi,full,67,1 star,1.04134606,7.0,9.0,6.0,7.0,7.0,6.0,6.0,8.0,10.0,6.0,NG,7.0,9.0,10.0,7.0,7.0,NG,9.0,9.0,NG,8.0,9.0,5.0,8.0,6.0,7.0,10.0,6.0,8.0,6.0,
1000557,lobi,full,83,4 star,1.03878116,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,8.0,NG,NG,8.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1000901,lobi,full,99,2 star,1.03878116,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,9.0,NG,7.0,NG,7.0,NG,NG,8.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1001206,lobi,full,83,4 star,1.03878116,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,7.0,NG,NG,6.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1001782,lobi,full,99,2 star,1.03878116,NG,8.0,6.0,8.0,NG,NG,NG,7.0,9.0,7.0,NG,NG,NG,9.0,8.0,6.0,NG,7.0,7.0,NG,6.0,NG,NG,9.0,7.0,8.0,8.0,NG,NG,6.0,
1001069,lobi,full,87,4 star,1.03621627,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,8.0,NG,6.0,NG,NG,7.0,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,
1002210,lobi,full,87,4 star,1.03621627,7.0,8.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,NG,7.0,8.0,9.0,8.0,7.0,NG,7.0,7.0,NG,8.0,8.0,7.0,8.0,7.0,8.0,8.0,7.0,8.0,6.0,
1002399,lobi,full,65,2 star,1.03621627,7.0,8.0,9.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,NG,7.0,8.0,7.0,9.0,7.0,NG,6.0,7.0,NG,7.0,7.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,7.0,
1002751,nulp,medium,100,1 star,1.03621627,7.0,8.0,6.0,8.0,8.0,7.0,8.0,7.0,8.0,6.0,NG,7.0,9.0,8.0,7.0,8.0,NG,6.0,8.0,NG,9.0,9.0,7.0,8.0,7.0,7.0,8.0,7.0,6.0,8.0,
1001459,lobi,full,79,2 star,1.03470751,NG,7.0,8.0,8.0,NG,NG,NG,8.0,7.0,8.0,NG,NG,NG,7.0,9.0,9.0,NG,7.0,6.0,NG,6.0,NG,NG,10.0,7.0,6.0,7.0,NG,NG,7.0,
1001696,doot,low,83,3 star,1.03470751,NG,9.0,6.0,7.0,NG,NG,NG,7.0,8.0,7.0,NG,NG,NG,9.0,7.0,8.0,NG,7.0,9.0,NG,8.0,NG,NG,7.0,7.0,6.0,8.0,NG,NG,7.0,
1001740,doot,low,68,4 star,1.03470751,NG,9.0,7.0,8.0,NG,NG,NG,7.0,7.0,9.0,NG,NG,NG,6.0,8.0,7.0,NG,6.0,8.0,NG,8.0,NG,NG,8.0,8.0,7.0,7.0,NG,NG,7.0,
1001979,nulp,medium,64,4 star,1.03470751,NG,7.0,8.0,7.0,NG,NG,NG,8.0,7.0,9.0,NG,NG,NG,7.0,8.0,8.0,NG,7.0,8.0,NG,6.0,NG,NG,9.0,7.0,7.0,8.0,NG,NG,6.0,
1002086,lobi,full,92,1 star,1.03470751,NG,7.0,8.0,8.0,NG,NG,NG,9.0,8.0,8.0,NG,NG,NG,8.0,8.0,8.0,NG,6.0,7.0,NG,7.0,NG,NG,8.0,7.0,6.0,7.0,NG,NG,7.0,
1002527,lobi,full,74,2 star,1.03108649,8.0,9.0,6.0,8.0,6.0,7.0,7.0,8.0,9.0,7.0,NG,6.0,9.0,9.0,7.0,7.0,NG,8.0,8.0,NG,6.0,10.0,7.0,7.0,7.0,7.0,9.0,6.0,7.0,6.0,
1002699,lobi,full,95,3 star,1.03108649,7.0,8.0,8.0,8.0,7.0,8.0,8.0,9.0,7.0,7.0,NG,7.0,7.0,8.0,8.0,7.0,NG,7.0,7.0,NG,7.0,8.0,7.0,8.0,7.0,6.0,9.0,8.0,7.0,6.0,
1001778,doot,low,86,3 star,1.03063386,NG,10.0,6.0,7.0,NG,NG,NG,6.0,9.0,7.0,NG,NG,NG,8.0,8.0,7.0,NG,6.0,9.0,NG,8.0,NG,NG,7.0,7.0,8.0,9.0,NG,NG,6.0,
1001920,doot,low,86,3 star,1.03063386,NG,7.0,9.0,8.0,NG,NG,NG,8.0,7.0,9.0,NG,NG,NG,6.0,8.0,8.0,NG,6.0,7.0,NG,7.0,NG,NG,8.0,7.0,7.0,6.0,NG,NG,7.0,
1000189,nulp,medium,73,3 star,1.02888801,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,8.0,6.0,NG,NG,NG,
1000191,lobi,high,74,2 star,1.02888801,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,7.0,NG,NG,6.0,NG,NG,NG,NG,7.0,9.0,NG,NG,NG,
1000243,nulp,high,69,4 star,1.02888801,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,7.0,NG,7.0,NG,NG,6.0,NG,NG,NG,NG,8.0,8.0,NG,NG,NG,
1000259,nulp,medium,76,1 star,1.02888801,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,8.0,NG,6.0,NG,NG,8.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1000284,nulp,high,80,5 star,1.02888801,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,8.0,NG,6.0,NG,NG,7.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1000317,nulp,high,91,2 star,1.02888801,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,8.0,NG,6.0,NG,NG,9.0,NG,NG,NG,NG,6.0,7.0,NG,NG,NG,
1000321,lobi,high,98,3 star,1.02888801,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,8.0,NG,7.0,NG,NG,8.0,NG,NG,NG,NG,6.0,8.0,NG,NG,NG,
1000413,doot,low,72,5 star,1.02888801,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,8.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,
1000414,nulp,high,89,2 star,1.02888801,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,6.0,NG,7.0,NG,7.0,NG,NG,8.0,NG,NG,NG,NG,6.0,8.0,NG,NG,NG,
1000466,doot,medium,67,1 star,1.02888801,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,8.0,NG,7.0,NG,NG,8.0,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,
1000481,doot,medium,80,5 star,1.02888801,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,8.0,NG,7.0,NG,NG,8.0,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,
1000556,nulp,high,89,2 star,1.02888801,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,8.0,8.0,NG,NG,NG,
1000600,lobi,full,60,3 star,1.02888801,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,7.0,NG,NG,8.0,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,
1000644,doot,medium,100,2 star,1.02888801,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,9.0,NG,6.0,NG,NG,7.0,NG,NG,NG,NG,8.0,7.0,NG,NG,NG,
1000646,nulp,medium,76,1 star,1.02888801,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,7.0,NG,6.0,NG,NG,7.0,NG,NG,NG,NG,8.0,8.0,NG,NG,NG,
1000650,lobi,full,66,3 star,1.02888801,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,9.0,NG,7.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,6.0,8.0,NG,NG,NG,
1000653,nulp,high,99,4 star,1.02888801,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,7.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1000753,lobi,high,84,5 star,1.02888801,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1000758,nulp,medium,63,5 star,1.02888801,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,7.0,NG,8.0,NG,NG,6.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1000784,nulp,medium,64,2 star,1.02888801,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,8.0,NG,6.0,NG,NG,8.0,NG,NG,NG,NG,6.0,9.0,NG,NG,NG,
1000802,nulp,medium,70,4 star,1.02888801,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,7.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1000851,doot,low,62,2 star,1.02888801,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,7.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,8.0,8.0,NG,NG,NG,
1000971,nulp,medium,99,3 star,1.02888801,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,7.0,NG,7.0,NG,NG,8.0,NG,NG,NG,NG,7.0,9.0,NG,NG,NG,
1001071,lobi,high,73,4 star,1.02888801,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,7.0,NG,NG,8.0,NG,NG,NG,NG,6.0,9.0,NG,NG,NG,
1001085,nulp,high,91,2 star,1.02888801,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,8.0,NG,7.0,NG,NG,8.0,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,
1001112,nulp,low,95,2 star,1.02888801,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,7.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,6.0,9.0,NG,NG,NG,
1001137,lobi,full,60,3 star,1.02888801,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,6.0,9.0,NG,NG,NG,
1001152,nulp,medium,70,4 star,1.02888801,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,6.0,NG,NG,7.0,NG,NG,NG,NG,7.0,9.0,NG,NG,NG,
1001223,lobi,full,64,5 star,1.02888801,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,7.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,8.0,8.0,NG,NG,NG,
1001250,lobi,full,64,5 star,1.02888801,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,8.0,7.0,NG,NG,NG,
1001316,nulp,medium,73,4 star,1.02888801,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,8.0,NG,7.0,NG,NG,8.0,NG,NG,NG,NG,6.0,8.0,NG,NG,NG,
1001568,lobi,full,87,5 star,1.02656021,NG,8.0,8.0,8.0,NG,NG,NG,8.0,6.0,8.0,NG,NG,NG,7.0,8.0,8.0,NG,7.0,6.0,NG,8.0,NG,NG,8.0,7.0,7.0,7.0,NG,NG,7.0,
1001989,doot,low,91,2 star,1.02656021,NG,8.0,7.0,6.0,NG,NG,NG,7.0,8.0,7.0,NG,NG,NG,8.0,8.0,8.0,NG,7.0,8.0,NG,9.0,NG,NG,7.0,6.0,7.0,8.0,NG,NG,7.0,
1002001,nulp,medium,62,1 star,1.02656021,NG,8.0,8.0,6.0,NG,NG,NG,7.0,8.0,8.0,NG,NG,NG,8.0,7.0,8.0,NG,7.0,8.0,NG,7.0,NG,NG,7.0,7.0,7.0,8.0,NG,NG,7.0,
1000599,doot,low,98,4 star,1.02082692,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,6.0,NG,6.0,NG,NG,7.0,NG,NG,NG,NG,8.0,7.0,NG,NG,NG,
1002517,doot,low,83,4 star,1.02082692,8.0,8.0,7.0,7.0,8.0,6.0,8.0,7.0,8.0,8.0,NG,8.0,7.0,7.0,7.0,8.0,NG,7.0,8.0,NG,8.0,8.0,6.0,7.0,7.0,7.0,7.0,8.0,6.0,8.0,
1002577,doot,low,77,1 star,1.02082692,8.0,9.0,6.0,7.0,7.0,6.0,8.0,7.0,9.0,8.0,NG,7.0,7.0,8.0,7.0,7.0,NG,7.0,9.0,NG,7.0,8.0,7.0,7.0,7.0,8.0,8.0,6.0,8.0,6.0,
1002789,doot,low,98,4 star,1.02082692,8.0,10.0,7.0,7.0,7.0,6.0,9.0,7.0,9.0,9.0,NG,7.0,7.0,7.0,7.0,7.0,NG,7.0,8.0,NG,8.0,9.0,6.0,7.0,7.0,7.0,8.0,7.0,6.0,7.0,
1000250,doot,nothing,92,2 star,1.01899486,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,6.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1001083,doot,nothing,92,2 star,1.01899486,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1001379,nulp,high,93,2 star,1.01841291,NG,8.0,7.0,8.0,NG,NG,NG,7.0,7.0,7.0,NG,NG,NG,7.0,8.0,8.0,NG,7.0,7.0,NG,9.0,NG,NG,7.0,6.0,7.0,8.0,NG,NG,7.0,
1001590,nulp,medium,90,2 star,1.01841291,NG,8.0,7.0,7.0,NG,NG,NG,7.0,7.0,9.0,NG,NG,NG,7.0,7.0,8.0,NG,6.0,8.0,NG,8.0,NG,NG,7.0,7.0,7.0,8.0,NG,NG,7.0,
1002034,doot,low,79,1 star,1.01841291,NG,8.0,6.0,7.0,NG,NG,NG,8.0,8.0,8.0,NG,NG,NG,7.0,7.0,7.0,NG,6.0,8.0,NG,8.0,NG,NG,8.0,7.0,7.0,8.0,NG,NG,7.0,
1002175,doot,low,61,4 star,1.01841291,NG,8.0,7.0,7.0,NG,NG,NG,7.0,8.0,9.0,NG,NG,NG,7.0,8.0,7.0,NG,6.0,8.0,NG,7.0,NG,NG,8.0,6.0,8.0,8.0,NG,NG,6.0,
1001891,lobi,full,88,2 star,1.01569714,NG,7.0,9.0,9.0,NG,NG,NG,7.0,7.0,8.0,NG,NG,NG,7.0,7.0,8.0,NG,6.0,7.0,NG,7.0,NG,NG,7.0,7.0,7.0,8.0,NG,NG,6.0,
1002376,doot,low,92,5 star,1.01569714,7.0,10.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,8.0,NG,7.0,8.0,8.0,7.0,8.0,NG,6.0,8.0,NG,8.0,8.0,6.0,7.0,7.0,8.0,8.0,7.0,8.0,6.0,
1002568,lobi,full,88,2 star,1.01569714,7.0,8.0,7.0,7.0,8.0,6.0,6.0,7.0,9.0,7.0,NG,7.0,8.0,9.0,7.0,7.0,NG,7.0,9.0,NG,8.0,8.0,7.0,8.0,6.0,7.0,8.0,7.0,8.0,7.0,
1002576,doot,low,84,5 star,1.01569714,7.0,7.0,8.0,6.0,8.0,8.0,9.0,8.0,7.0,8.0,NG,8.0,7.0,7.0,7.0,8.0,NG,6.0,7.0,NG,7.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,6.0,8.0,
1002796,lobi,high,81,2 star,1.01569714,7.0,8.0,6.0,8.0,7.0,6.0,7.0,7.0,9.0,7.0,NG,7.0,9.0,7.0,8.0,7.0,NG,6.0,8.0,NG,6.0,9.0,7.0,8.0,7.0,7.0,9.0,7.0,8.0,6.0,
1001369,lobi,full,84,4 star,1.01433925,NG,7.0,9.0,8.0,NG,NG,NG,8.0,7.0,9.0,NG,NG,NG,8.0,7.0,8.0,NG,7.0,6.0,NG,6.0,NG,NG,9.0,7.0,6.0,7.0,NG,NG,8.0,
1001564,lobi,full,84,4 star,1.01433925,NG,7.0,8.0,7.0,NG,NG,NG,8.0,7.0,8.0,NG,NG,NG,7.0,7.0,8.0,NG,6.0,7.0,NG,7.0,NG,NG,8.0,7.0,7.0,6.0,NG,NG,7.0,
1001694,doot,low,88,2 star,1.01433925,NG,8.0,8.0,7.0,NG,NG,NG,8.0,6.0,8.0,NG,NG,NG,6.0,8.0,7.0,NG,7.0,7.0,NG,7.0,NG,NG,8.0,7.0,7.0,7.0,NG,NG,7.0,
1002107,doot,low,88,2 star,1.01433925,NG,9.0,5.0,8.0,NG,NG,NG,6.0,9.0,7.0,NG,NG,NG,8.0,7.0,8.0,NG,7.0,NG,NG,9.0,NG,NG,7.0,6.0,7.0,9.0,NG,NG,7.0,
1001541,lobi,full,63,1 star,1.01281163,NG,7.0,9.0,8.0,NG,NG,NG,NG,6.0,8.0,NG,NG,NG,8.0,8.0,7.0,NG,6.0,6.0,NG,7.0,NG,NG,8.0,7.0,8.0,7.0,NG,NG,7.0,
1002200,doot,low,99,2 star,1.01281163,NG,8.0,6.0,6.0,NG,NG,NG,7.0,8.0,8.0,NG,NG,NG,8.0,7.0,9.0,NG,8.0,7.0,NG,8.0,NG,NG,7.0,6.0,7.0,7.0,NG,NG,NG,
1002114,doot,low,75,2 star,1.01056735,NG,9.0,6.0,6.0,NG,NG,NG,7.0,9.0,6.0,NG,NG,NG,7.0,7.0,7.0,NG,7.0,8.0,NG,8.0,NG,NG,7.0,7.0,7.0,8.0,NG,NG,7.0,
1002415,doot,low,72,2 star,1.01056735,9.0,9.0,7.0,7.0,8.0,6.0,7.0,7.0,7.0,8.0,NG,8.0,7.0,6.0,9.0,7.0,NG,6.0,8.0,NG,7.0,8.0,6.0,7.0,7.0,7.0,8.0,6.0,8.0,7.0,
1002491,nulp,medium,76,3 star,1.01056735,6.0,7.0,7.0,8.0,7.0,7.0,8.0,7.0,8.0,8.0,NG,8.0,7.0,8.0,8.0,7.0,NG,6.0,7.0,NG,7.0,8.0,7.0,8.0,7.0,8.0,7.0,7.0,8.0,6.0,
1002610,doot,low,60,2 star,1.01056735,8.0,10.0,6.0,7.0,7.0,6.0,8.0,7.0,9.0,7.0,NG,6.0,8.0,8.0,7.0,6.0,NG,7.0,9.0,NG,8.0,9.0,6.0,7.0,6.0,7.0,8.0,6.0,8.0,6.0,
1002721,lobi,high,96,1 star,1.01056735,8.0,9.0,6.0,7.0,6.0,7.0,6.0,8.0,8.0,8.0,NG,7.0,9.0,8.0,7.0,8.0,NG,7.0,7.0,NG,6.0,8.0,6.0,7.0,7.0,7.0,9.0,7.0,8.0,6.0,
1002764,doot,low,75,2 star,1.01056735,8.0,10.0,6.0,6.0,6.0,6.0,7.0,6.0,9.0,9.0,NG,7.0,7.0,9.0,7.0,8.0,NG,7.0,8.0,NG,7.0,10.0,6.0,7.0,7.0,8.0,9.0,6.0,8.0,6.0,
1000196,nulp,medium,61,3 star,1.0102656,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,8.0,NG,6.0,NG,NG,7.0,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,
1000210,doot,low,89,3 star,1.0102656,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,7.0,NG,6.0,NG,NG,7.0,NG,NG,NG,NG,8.0,8.0,NG,NG,NG,
1000522,doot,low,60,1 star,1.0102656,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,8.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1001417,nulp,medium,61,3 star,1.0102656,NG,8.0,8.0,7.0,NG,NG,NG,7.0,8.0,8.0,NG,NG,NG,6.0,8.0,6.0,NG,6.0,7.0,NG,7.0,NG,NG,8.0,8.0,7.0,8.0,NG,NG,6.0,
1001421,lobi,full,71,5 star,1.0102656,NG,7.0,8.0,8.0,NG,NG,NG,7.0,7.0,8.0,NG,NG,NG,7.0,9.0,7.0,NG,6.0,7.0,NG,6.0,NG,NG,9.0,7.0,7.0,7.0,NG,NG,7.0,
1001603,lobi,high,60,3 star,1.0102656,NG,8.0,8.0,6.0,NG,NG,NG,7.0,8.0,7.0,NG,NG,NG,9.0,7.0,8.0,NG,6.0,8.0,NG,8.0,NG,NG,7.0,6.0,6.0,7.0,NG,NG,8.0,
1001775,doot,low,95,1 star,1.0102656,NG,8.0,7.0,7.0,NG,NG,NG,7.0,6.0,8.0,NG,NG,NG,7.0,7.0,9.0,NG,6.0,9.0,NG,7.0,NG,NG,7.0,7.0,7.0,8.0,NG,NG,7.0,
1002058,doot,low,94,1 star,1.0102656,NG,8.0,7.0,7.0,NG,NG,NG,8.0,8.0,9.0,NG,NG,NG,6.0,7.0,7.0,NG,6.0,8.0,NG,6.0,NG,NG,9.0,7.0,8.0,7.0,NG,NG,6.0,
1002062,doot,low,87,5 star,1.0102656,NG,8.0,6.0,7.0,NG,NG,NG,7.0,7.0,8.0,NG,NG,NG,7.0,8.0,7.0,NG,7.0,8.0,NG,8.0,NG,NG,7.0,7.0,7.0,8.0,NG,NG,7.0,
1002087,doot,low,60,1 star,1.0102656,NG,9.0,6.0,7.0,NG,NG,NG,6.0,8.0,8.0,NG,NG,NG,7.0,7.0,7.0,NG,7.0,9.0,NG,7.0,NG,NG,7.0,7.0,7.0,8.0,NG,NG,6.0,
1002117,doot,low,89,3 star,1.0102656,NG,10.0,5.0,7.0,NG,NG,NG,6.0,8.0,8.0,NG,NG,NG,7.0,8.0,8.0,NG,8.0,8.0,NG,8.0,NG,NG,6.0,8.0,7.0,9.0,NG,NG,6.0,
1002155,lobi,high,94,5 star,1.0102656,NG,7.0,8.0,7.0,NG,NG,NG,9.0,7.0,8.0,NG,NG,NG,7.0,7.0,7.0,NG,6.0,7.0,NG,7.0,NG,NG,8.0,7.0,7.0,8.0,NG,NG,7.0,
1002157,nulp,medium,80,5 star,1.0102656,NG,9.0,7.0,7.0,NG,NG,NG,8.0,7.0,8.0,NG,NG,NG,7.0,7.0,6.0,NG,7.0,7.0,NG,7.0,NG,NG,9.0,7.0,8.0,7.0,NG,NG,6.0,
1000064,lobi,full,69,5 star,1.0091017,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,6.0,NG,NG,7.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1000155,nulp,low,98,4 star,1.0091017,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,8.0,NG,6.0,NG,NG,8.0,NG,NG,NG,NG,6.0,8.0,NG,NG,NG,
1000160,lobi,full,77,3 star,1.0091017,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,9.0,NG,8.0,NG,6.0,NG,NG,6.0,NG,NG,NG,NG,6.0,8.0,NG,NG,NG,
1000187,nulp,low,72,1 star,1.0091017,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,6.0,NG,NG,7.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1000320,lobi,high,96,4 star,1.0091017,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,6.0,8.0,NG,NG,NG,
1000334,lobi,full,73,3 star,1.0091017,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,7.0,NG,NG,6.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1000347,lobi,high,99,4 star,1.0091017,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,6.0,NG,NG,7.0,NG,NG,NG,NG,6.0,8.0,NG,NG,NG,
1000424,lobi,full,90,4 star,1.0091017,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,8.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,
1000458,nulp,medium,92,1 star,1.0091017,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,7.0,NG,8.0,NG,NG,6.0,NG,NG,NG,NG,6.0,8.0,NG,NG,NG,
1000496,doot,low,82,3 star,1.0091017,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,7.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,
1000497,doot,low,88,5 star,1.0091017,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,8.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,
1000501,lobi,high,79,3 star,1.0091017,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,8.0,NG,6.0,NG,NG,6.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1000617,lobi,full,99,3 star,1.0091017,NG,6.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,9.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,
1000693,lobi,full,90,2 star,1.0091017,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,8.0,NG,6.0,NG,NG,7.0,NG,NG,NG,NG,6.0,8.0,NG,NG,NG,
1000733,doot,nothing,87,5 star,1.0091017,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,8.0,NG,6.0,NG,NG,8.0,NG,NG,NG,NG,6.0,8.0,NG,NG,NG,
